['LFXS26973', 'LFXC22526', 'LFXS28968', 'LMXS28626', 'LMXS28636', 'LFXS26566', 'LFXS28566']
REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
['This feature is only available on some models.', 'The feature may vary depending on model purchased.', 'Throw away the first bin full of ice (about 140-160 cubes) after installation. This is also necessary if the refrigerator has not been used for a long time.', 'The icemaker begins producing ice approximately 48 hours after the appliance is initially installed.', 'The sound of ice dropping into the ice bin is normal.', 'If the ice bin is completely filled with ice, ice production will stop.', 'The amount and shape of ice may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, water pressure, etc.).', 'In the event of a power outage, throw away the ice stored in the ice bin.'] 	 talks_about 	 In the event of a power outage, throw away the ice stored in the ice bin.
Throw is also necessary if the refrigerator has not been used for a long time. 	 talks_about 	 the refrigerator has not been used for a long time
Throw is also necessary if the refrigerator has not been used for a long time. 	 talks_about 	 Throw is also necessary
Throw is also necessary 	 Condition 	 the refrigerator has not been used for a long time
the refrigerator has not been used for a long time 	 Follows 	 Throw is also necessary
Freezer Icemaker begins producing ice approximately 48 hours after the appliance is initially installed. 	 talks_about 	 approximately 48 hours after the appliance is initially installed
Freezer Icemaker begins producing ice approximately 48 hours after the appliance is initially installed. 	 talks_about 	 Freezer Icemaker begins producing ice
If the ice bin is completely filled with ice, ice production will stop. 	 talks_about 	 the ice bin is completely filled with ice
If the ice bin is completely filled with ice, ice production will stop. 	 talks_about 	 ice production will stop
ice production will stop 	 Condition 	 the ice bin is completely filled with ice
the ice bin is completely filled with ice 	 Follows 	 ice production will stop
Freezer Icemaker is only available on some models. 	 talks_about 	 Freezer Icemaker
Freezer Icemaker is only available on some models. 	 talks_about 	 only available
Freezer Icemaker is only available on some models. 	 talks_about 	 some models
Freezer Icemaker 	 is 	 only available
Freezer Icemaker 	 is_only_available_on 	 some models
some models 	 is_only_available_on_reverse 	 Freezer Icemaker
only available 	 is_reverse 	 Freezer Icemaker
Freezer Icemaker may vary depending on model purchased. 	 talks_about 	 depending on model
Freezer Icemaker may vary depending on model purchased. 	 talks_about 	 Freezer Icemaker
depending on model 	 may_vary_reverse 	 Freezer Icemaker
Freezer Icemaker 	 may_vary 	 depending on model
The sound of ice dropping into the ice bin is normal. 	 talks_about 	 The sound of ice dropping into the ice bin
The sound of ice dropping into the ice bin is normal. 	 talks_about 	 normal
The sound of ice dropping into the ice bin 	 is 	 normal
normal 	 is_reverse 	 The sound of ice dropping into the ice bin
In the event of a power outage, throw away the ice stored in the ice bin. 	 talks_about 	 the ice bin
In the event of a power outage, throw away the ice stored in the ice bin. 	 talks_about 	 the ice
the ice bin 	 stored_in_reverse 	 the ice
the ice 	 stored_in 	 the ice bin
Throw is also necessary 	 talks_about 	 Throw
Throw is also necessary 	 talks_about 	 also
also 	 is_necessary_reverse 	 Throw
Throw 	 is_necessary 	 also
approximately 48 hours after the appliance is initially installed 	 talks_about 	 the appliance
Freezer Icemaker begins producing ice 	 talks_about 	 producing ice
Freezer Icemaker begins producing ice 	 talks_about 	 Freezer Icemaker
producing ice 	 begins_reverse 	 Freezer Icemaker
Freezer Icemaker 	 begins 	 producing ice
the ice bin is completely filled with ice 	 talks_about 	 ice
the ice bin is completely filled with ice 	 talks_about 	 the ice bin
ice 	 is_filled_with_reverse 	 the ice bin
the ice bin 	 is_filled_with 	 ice
['This feature is only available on some models.', 'This automatic freezer icemaker produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. This amount may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.).', 'Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. If this happens, empty the ice bin completely and clean it before reinstalling it.'] 	 talks_about 	 Freezer Icemaker ( Cubed Ice ) is only available on some models.
['This feature is only available on some models.', 'This automatic freezer icemaker produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. This amount may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.).', 'Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. If this happens, empty the ice bin completely and clean it before reinstalling it.'] 	 talks_about 	 Freezer Icemaker ( Cubed Ice ) produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable.
['This feature is only available on some models.', 'This automatic freezer icemaker produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. This amount may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.).', 'Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. If this happens, empty the ice bin completely and clean it before reinstalling it.'] 	 talks_about 	 This amount may vary according to the environment ( ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.
['This feature is only available on some models.', 'This automatic freezer icemaker produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. This amount may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.).', 'Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. If this happens, empty the ice bin completely and clean it before reinstalling it.'] 	 talks_about 	 ).
['This feature is only available on some models.', 'This automatic freezer icemaker produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. This amount may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.).', 'Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. If this happens, empty the ice bin completely and clean it before reinstalling it.'] 	 talks_about 	 Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate.
['This feature is only available on some models.', 'This automatic freezer icemaker produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. This amount may vary according to the environment (ambient temperature around the appliance, frequency of the door being opened, amount of food stored in the appliance, etc.).', 'Ice cubes which are stored in the ice bin for a long time may clump together and be difficult to separate. If this happens, empty the ice bin completely and clean it before reinstalling it.'] 	 talks_about 	 If clump happens, empty the ice bin completely and clean the ice bin before reinstalling the ice bin.
Freezer Icemaker ( Cubed Ice ) produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. 	 talks_about 	 conditions are favorable
Freezer Icemaker ( Cubed Ice ) produces 12 cubes at a time, 50-110 pieces within a 24 hour period if conditions are favorable. 	 talks_about 	 Freezer Icemaker Cubed Ice produces 12 cubes at a time, 50-110 pieces within a 24 hour period
