['LRMNC1803', 'LRMNC1813']
REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
freezing 	 preceded_by 	 Cooling hot foods saves energy
If you are leaving home for a short period, like a short vacation, the refrigerator should be left on. 	 talks_about 	 you are leaving home for a short period, like a short vacation, the refrigerator should be left on
Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer. 	 talks_about 	 are able to be frozen
Refrigerated foods that are able to be frozen will stay preserved longer if stored in the freezer. 	 talks_about 	 Refrigerated foods will stay preserved longer if stored in the freezer
Refrigerated foods will stay preserved longer if stored in the freezer 	 that 	 are able to be frozen
If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. 	 talks_about 	 you are leaving the refrigerator turned off for an extended period
If you are leaving the refrigerator turned off for an extended period, remove all food and unplug the power cord. 	 talks_about 	 remove all food and unplug the power cord
remove all food and unplug the power cord 	 Condition 	 you are leaving the refrigerator turned off for an extended period
you are leaving the refrigerator turned off for an extended period 	 Follows 	 remove all food and unplug the power cord
Do not store food with high moisture content towards the top of the refrigerator. 	 paraphrase 	 food with high moisture content should not be stored towards the top of the refrigerator
food with high moisture content should not be stored towards the top of the refrigerator 	 talks_about 	 food with high moisture content
food with high moisture content should not be stored towards the top of the refrigerator 	 talks_about 	 towards the top of the refrigerator
food with high moisture content 	 should_not_be_stored 	 towards the top of the refrigerator
Wash food before storing food in the refrigerator. 	 paraphrase 	 food should be washed before storing food in the refrigerator
food should be washed before storing food in the refrigerator 	 talks_about 	 food
food should be washed before storing food in the refrigerator 	 talks_about 	 before storing food in the refrigerator
food 	 should_be_washed 	 before storing food in the refrigerator
Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated. 	 talks_about 	 food packaging should be wiped down to prevent adjacent foods from being contaminated
Vegetables should be washed, and food packaging should be wiped down to prevent adjacent foods from being contaminated. 	 talks_about 	 Vegetables should be washed
Vegetables should be washed 	 Conjunction 	 food packaging should be wiped down to prevent adjacent foods from being contaminated
food packaging should be wiped down to prevent adjacent foods from being contaminated 	 Conjunction 	 Vegetables should be washed
If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. 	 talks_about 	 the refrigerator is kept in a hot and humid place
If the refrigerator is kept in a hot and humid place, frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form. 	 talks_about 	 frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form
frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form 	 Condition 	 the refrigerator is kept in a hot and humid place
the refrigerator is kept in a hot and humid place 	 Follows 	 frequent opening of the door or storing a lot of vegetables in the refrigerator may cause condensation to form
Wipe off condensation with a clean cloth or a paper towel. 	 paraphrase 	 condensation should be wiped off with a clean cloth or a paper towel
condensation should be wiped off with a clean cloth or a paper towel 	 talks_about 	 condensation
condensation should be wiped off with a clean cloth or a paper towel 	 talks_about 	 off with a clean cloth or a paper towel
condensation 	 should_be_wiped 	 off with a clean cloth or a paper towel
If the refrigerator door or freezer drawer is opened or closed too often, warm air may penetrate the refrigerator and raise the refrigerator temperature. 	 talks_about 	 the refrigerator door or freezer drawer is opened or closed too often
If the refrigerator door or freezer drawer is opened or closed too often, warm air may penetrate the refrigerator and raise the refrigerator temperature. 	 talks_about 	 warm air may penetrate the refrigerator and raise the refrigerator temperature
warm air may penetrate the refrigerator and raise the refrigerator temperature 	 Condition 	 the refrigerator door or freezer drawer is opened or closed too often
the refrigerator door or freezer drawer is opened or closed too often 	 Follows 	 warm air may penetrate the refrigerator and raise the refrigerator temperature
