REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
sentence_list_34 	 talks_about 	 Remove frost by removing In-Door Ice Bin and clearing The ice passage with a rubber spatula.
sentence_list_34 	 talks_about 	 Dispensing cubed ice can also help prevent frost buildup.
The icemaker stops producing ice when In-Door Ice Bin is full. 	 talks_about 	 In-Door Ice Bin is full
The icemaker stops producing ice when In-Door Ice Bin is full. 	 talks_about 	 The icemaker stops producing ice
The icemaker stops producing ice 	 Synchronous 	 In-Door Ice Bin is full
If The icemaker is turned OFF for an extended period of time, the ice compartment will gradually warm up to the temperature of the refrigerator compartment. 	 talks_about 	 The icemaker is turned OFF for an extended period of time
If The icemaker is turned OFF for an extended period of time, the ice compartment will gradually warm up to the temperature of the refrigerator compartment. 	 talks_about 	 the ice compartment will gradually warm up to the temperature of the refrigerator compartment
the ice compartment will gradually warm up to the temperature of the refrigerator compartment 	 Condition 	 The icemaker is turned OFF for an extended period of time
The icemaker is turned OFF for an extended period of time 	 Follows 	 the ice compartment will gradually warm up to the temperature of the refrigerator compartment
The ice passage may become blocked with frost if only crushed ice is used. 	 talks_about 	 only crushed ice is used
The ice passage may become blocked with frost if only crushed ice is used. 	 talks_about 	 The ice passage may become blocked with frost
The ice passage may become blocked with frost 	 Condition 	 only crushed ice is used
only crushed ice is used 	 Follows 	 The ice passage may become blocked with frost
Remove frost by removing In-Door Ice Bin and clearing The ice passage with a rubber spatula. 	 paraphrase 	 frost should be removed by removing In-Door Ice Bin and clearing The ice passage with a rubber spatula
frost should be removed by removing In-Door Ice Bin and clearing The ice passage with a rubber spatula 	 talks_about 	 frost
frost should be removed by removing In-Door Ice Bin and clearing The ice passage with a rubber spatula 	 talks_about 	 by removing In-Door Ice Bin and clearing The ice passage with a rubber spatula
frost 	 should_be_removed 	 by removing In-Door Ice Bin and clearing The ice passage with a rubber spatula
During use, the ice may stack unevenly in In-Door Ice Bin, causing The icemaker to misread the number of ice cubes and stop producing ice. 	 talks_about 	 the ice
During use, the ice may stack unevenly in In-Door Ice Bin, causing The icemaker to misread the number of ice cubes and stop producing ice. 	 talks_about 	 causing The icemaker to misread the number of ice cubes
During use, the ice may stack unevenly in In-Door Ice Bin, causing The icemaker to misread the number of ice cubes and stop producing ice. 	 talks_about 	 causing The icemaker to stop producing ice
During use, the ice may stack unevenly in In-Door Ice Bin, causing The icemaker to misread the number of ice cubes and stop producing ice. 	 talks_about 	 The icemaker to misread the number of ice cubes
During use, the ice may stack unevenly in In-Door Ice Bin, causing The icemaker to misread the number of ice cubes and stop producing ice. 	 talks_about 	 In-Door Ice Bin
During use, the ice may stack unevenly in In-Door Ice Bin, causing The icemaker to misread the number of ice cubes and stop producing ice. 	 talks_about 	 The icemaker to stop producing ice
the ice 	 may_stack_unevenly 	 causing The icemaker to misread the number of ice cubes
the ice 	 may_stack_unevenly 	 causing The icemaker to stop producing ice
the ice 	 causing 	 The icemaker to misread the number of ice cubes
the ice 	 may_stack_unevenly_in 	 In-Door Ice Bin
the ice 	 causing 	 The icemaker to stop producing ice
Shaking In-Door Ice Bin to level the ice within In-Door Ice Bin can reduce this problem. 	 talks_about 	 In-Door Ice Bin
Shaking In-Door Ice Bin to level the ice within In-Door Ice Bin can reduce this problem. 	 talks_about 	 the ice within In-Door Ice Bin
Shaking In-Door Ice Bin to level the ice within In-Door Ice Bin can reduce this problem. 	 talks_about 	 Shaking In-Door Ice Bin
Shaking In-Door Ice Bin to level the ice within In-Door Ice Bin can reduce this problem. 	 talks_about 	 this problem
In-Door Ice Bin 	 to_level 	 the ice within In-Door Ice Bin
Shaking In-Door Ice Bin 	 can_reduce 	 this problem
frost should be removed by removing In-Door Ice Bin and clearing The ice passage with a rubber spatula 	 talks_about 	 removing In-Door Ice Bin
frost 	 should_be_removed_by 	 removing In-Door Ice Bin
Dispensing cubed ice can also help prevent frost buildup. 	 talks_about 	 Dispensing cubed ice
Dispensing cubed ice can also help prevent frost buildup. 	 talks_about 	 prevent frost buildup
Dispensing cubed ice 	 can_help 	 prevent frost buildup
In-Door Ice Bin is full 	 talks_about 	 In-Door Ice Bin
The icemaker stops producing ice 	 talks_about 	 The icemaker
The icemaker stops producing ice 	 talks_about 	 producing ice
The icemaker 	 stops 	 producing ice
The icemaker is turned OFF for an extended period of time 	 talks_about 	 The icemaker
The icemaker is turned OFF for an extended period of time 	 talks_about 	 an extended period of time
The icemaker 	 is_turned_OFF_for 	 an extended period of time
the ice compartment will gradually warm up to the temperature of the refrigerator compartment 	 talks_about 	 the ice compartment
the ice compartment will gradually warm up to the temperature of the refrigerator compartment 	 talks_about 	 the temperature of the refrigerator compartment
the ice compartment 	 will_gradually_warm_up_to 	 the temperature of the refrigerator compartment
The ice passage may become blocked with frost 	 talks_about 	 The ice passage
The ice passage may become blocked with frost 	 talks_about 	 blocked with frost
The ice passage may become blocked with frost 	 talks_about 	 frost
The ice passage 	 may_become 	 blocked with frost
The ice passage 	 blocked_with 	 frost
sentence_list_35 	 talks_about 	 When handling In-Door Ice Bin, keep hands away from the icemaker tray area to avoid personal injury.
sentence_list_35 	 talks_about 	 Storing cans or other items in In-Door Ice Bin will damage the icemaker.
sentence_list_35 	 talks_about 	 Never use thin crystal glasses or containers to collect ice.
sentence_list_35 	 talks_about 	 Such containers may chip or break resulting in glass fragments in the ice.
When handling In-Door Ice Bin, keep hands away from the icemaker tray area to avoid personal injury. 	 talks_about 	 handling In-Door Ice Bin
When handling In-Door Ice Bin, keep hands away from the icemaker tray area to avoid personal injury. 	 talks_about 	 keep hands away from the icemaker tray area to avoid personal injury
keep hands away from the icemaker tray area to avoid personal injury 	 Synchronous 	 handling In-Door Ice Bin
Never use thin crystal glasses or containers to collect ice. 	 paraphrase 	 thin crystal glasses or containers should not be used to collect ice
thin crystal glasses or containers should not be used to collect ice 	 talks_about 	 thin crystal glasses or containers
thin crystal glasses or containers should not be used to collect ice 	 talks_about 	 to collect ice
thin crystal glasses or containers 	 should_not_be_used 	 to collect ice
Storing cans or other items in In-Door Ice Bin will damage the icemaker. 	 talks_about 	 Storing cans or other items in In-Door Ice Bin
Storing cans or other items in In-Door Ice Bin will damage the icemaker. 	 talks_about 	 the icemaker
Storing cans or other items in In-Door Ice Bin 	 will_damage 	 the icemaker
Such containers may chip or break resulting in glass fragments in the ice. 	 talks_about 	 Such containers
Such containers may chip or break resulting in glass fragments in the ice. 	 talks_about 	 resulting in glass fragments in the ice
Such containers 	 break 	 resulting in glass fragments in the ice
sentence_list_36 	 talks_about 	 Only qualified service personnel from an LG Electronics service center should disassemble or repair the icemaker.
Only qualified service personnel from an LG Electronics service center should disassemble or repair the icemaker. 	 talks_about 	 Only qualified service personnel from an LG Electronics service center
Only qualified service personnel from an LG Electronics service center should disassemble or repair the icemaker. 	 talks_about 	 the icemaker
Only qualified service personnel from an LG Electronics service center 	 repair 	 the icemaker
sentence_list_37 	 talks_about 	 Gently pull the handle to open the ice compartment.
sentence_list_37 	 talks_about 	 To remove In-Door Ice Bin, grip the front handle, slightly lift the bottom, and slowly pull out In-Door Ice Bin as shown.
