REFRIGERATOR 	 OPERATION.Before_Use.Checklist 	 Clean the refrigerator
If ice or water dispenses unexpectedly, turn off the water supply and contact an LG Electronics Customer Information Center. 	 talks_about 	 turn off the water supply and contact an LG Electronics Customer Information Center
turn off the water supply and contact an LG Electronics Customer Information Center 	 Condition 	 ice or water dispenses unexpectedly
ice or water dispenses unexpectedly 	 Follows 	 turn off the water supply and contact an LG Electronics Customer Information Center
Never use a glass that is exceptionally narrow or deep. 	 talks_about 	 is exceptionally narrow or deep
Never use a glass that is exceptionally narrow or deep. 	 talks_about 	 Never use a glass
Never use a glass 	 that 	 is exceptionally narrow or deep
When dispensing ice from the dispenser, do not use a fragile container. 	 talks_about 	 dispensing ice from the dispenser
When dispensing ice from the dispenser, do not use a fragile container. 	 talks_about 	 do not use a fragile container
do not use a fragile container 	 Synchronous 	 dispensing ice from the dispenser
dispensing ice from the dispenser 	 Synchronous 	 do not use a fragile container
Never use a glass 	 paraphrase 	 a glass should not be used
do not use a fragile container 	 paraphrase 	 a fragile container should not be used
away from the dispenser 	 should_be_kept_reverse 	 children
Children may play with or damage the controls. 	 talks_about 	 Children
Children may play with or damage the controls. 	 talks_about 	 the controls
Children 	 damage 	 the controls
the controls 	 damage_reverse 	 Children
the first bin full of ice about 140-160 cubes should be thrown away after installation 	 talks_about 	 installation
the first bin full of ice about 140-160 cubes 	 should_be_thrown_away_after 	 installation
installation 	 should_be_thrown_away_after_reverse 	 the first bin full of ice about 140-160 cubes
The first ice and water dispensed may include particles or odor from the water supply line or the water tank. 	 talks_about 	 The first ice and water dispensed
The first ice and water dispensed may include particles or odor from the water supply line or the water tank. 	 talks_about 	 particles or odor from the water supply line or the water tank
The first ice and water dispensed 	 may_include 	 particles or odor from the water supply line or the water tank
particles or odor from the water supply line or the water tank 	 may_include_reverse 	 The first ice and water dispensed
Ice may jam in the ice passage and refrigerator performance may be affected. 	 talks_about 	 may be affected
Ice may jam in the ice passage and refrigerator performance may be affected. 	 talks_about 	 Ice
Ice may jam in the ice passage and refrigerator performance may be affected. 	 talks_about 	 the refrigerator performance
Ice may jam in the ice passage and refrigerator performance may be affected. 	 talks_about 	 the ice passage
may be affected 	 may_jam_reverse 	 Ice
Ice 	 may_jam_may_be_affected_in 	 the refrigerator performance
Ice 	 may_jam 	 may be affected
Ice 	 may_jam_in_the_ice_passage 	 may be affected
the ice passage 	 may_jam_in_reverse 	 Ice
may be affected 	 may_jam_in_the_ice_passage_reverse 	 Ice
Ice 	 may_jam_in 	 the ice passage
the refrigerator performance 	 may_jam_may_be_affected_in_reverse 	 Ice
the refrigerator has not been used for a long time 	 talks_about 	 a long time
the refrigerator has not been used for a long time 	 talks_about 	 the refrigerator
a long time 	 has_not_been_used_for_reverse 	 the refrigerator
the refrigerator 	 has_not_been_used_for 	 a long time
This is also necessary 	 talks_about 	 also
turn off the water supply and contact an LG Electronics Customer Information Center 	 talks_about 	 Information Center
turn off the water supply and contact an LG Electronics Customer Information Center 	 talks_about 	 LG
sentence_list_eq8kif 	 talks_about 	 Press the button for the desired dispenser mode on the dispenser control panel.
sentence_list_eq8kif 	 talks_about 	 The LED lights up when the desired dispenser mode is selected.
sentence_list_eq8kif 	 talks_about 	 Press the dispenser paddle a with a glass or other container to dispense cubed ice, water or crushed ice.
Press the button for the desired dispenser mode on the dispenser control panel. 	 paraphrase 	 the button should be pressed for the desired dispenser mode on the dispenser control panel
the button should be pressed for the desired dispenser mode on the dispenser control panel 	 talks_about 	 the button
the button should be pressed for the desired dispenser mode on the dispenser control panel 	 talks_about 	 for the desired dispenser mode on the dispenser control panel
the button 	 should_be_pressed 	 for the desired dispenser mode on the dispenser control panel
The LED lights up when the desired dispenser mode is selected. 	 talks_about 	 the desired dispenser mode is selected
The LED lights up when the desired dispenser mode is selected. 	 talks_about 	 The LED lights up
The LED lights up 	 Synchronous 	 the desired dispenser mode is selected
the desired dispenser mode is selected 	 Synchronous 	 The LED lights up
Press the dispenser paddle a with a glass or other container to dispense cubed ice, water or crushed ice. 	 paraphrase 	 the dispenser should be pressed paddle with a glass or other container to dispense cubed ice, water or crushed ice
the dispenser should be pressed paddle with a glass or other container to dispense cubed ice, water or crushed ice 	 talks_about 	 the dispenser
the dispenser should be pressed paddle with a glass or other container to dispense cubed ice, water or crushed ice 	 talks_about 	 paddle with a glass or other container to dispense cubed ice, water or crushed ice
the dispenser 	 should_be_pressed 	 paddle with a glass or other container to dispense cubed ice, water or crushed ice
the button should be pressed for the desired dispenser mode on the dispenser control panel 	 talks_about 	 the desired dispenser mode on the dispenser control panel
the desired dispenser mode on the dispenser control panel 	 should_be_pressed_for_reverse 	 the button
the button 	 should_be_pressed_for 	 the desired dispenser mode on the dispenser control panel
sentence_list_a0ax8y 	 talks_about 	 Press and hold the Lock button for three seconds to lock Ice and Water Dispenser and all the control panel functions.
sentence_list_a0ax8y 	 talks_about 	 Follow the same instructions to unlock.
Follow the same instructions to unlock. 	 paraphrase 	 the same instructions to unlock should be followed
sentence_list_pdjhe7 	 talks_about 	 Wipe the water outlet a or ice outlet b frequently with a clean, lint free cloth as the water outlet a or ice outlet b may get dirty easily.
sentence_list_pdjhe7 	 talks_about 	 Lint from a cloth may adhere to Ice and Water Outlet.
Wipe the water outlet a or ice outlet b frequently with a clean, lint free cloth as the water outlet a or ice outlet b may get dirty easily. 	 talks_about 	 as the water outlet a or ice outlet b may get dirty easily
Wipe the water outlet a or ice outlet b frequently with a clean, lint free cloth as the water outlet a or ice outlet b may get dirty easily. 	 talks_about 	 Wipe the water outlet a or ice outlet b frequently with a clean, lint free cloth
Wipe the water outlet a or ice outlet b frequently with a clean , lint free cloth 	 paraphrase 	 the water outlet a or ice outlet b should be wiped frequently with a clean, lint free cloth
the water outlet a or ice outlet b should be wiped frequently with a clean, lint free cloth 	 talks_about 	 the water outlet a or ice outlet b
the water outlet a or ice outlet b should be wiped frequently with a clean, lint free cloth 	 talks_about 	 frequently with a clean, lint free cloth
the water outlet a or ice outlet b 	 should_be_wiped 	 frequently with a clean, lint free cloth
Lint from a cloth may adhere to Ice and Water Outlet. 	 talks_about 	 Ice
Lint from a cloth may adhere to Ice and Water Outlet. 	 talks_about 	 Lint from a cloth
Lint from a cloth may adhere to Ice and Water Outlet. 	 talks_about 	 Water Outlet
Ice 	 may_adhere_to_reverse 	 Lint from a cloth
Lint from a cloth 	 may_adhere_to 	 Water Outlet
Lint from a cloth 	 may_adhere_to 	 Ice
Water Outlet 	 may_adhere_to_reverse 	 Lint from a cloth
as the water outlet a or ice outlet b may get dirty easily 	 talks_about 	 dirty
as the water outlet a or ice outlet b may get dirty easily 	 talks_about 	 ice outlet b
dirty 	 may_get_easily_reverse 	 ice outlet b
ice outlet b 	 may_get_easily 	 dirty
the water outlet a or ice outlet b should be wiped frequently with a clean, lint free cloth 	 talks_about 	 ice outlet b
the water outlet a or ice outlet b should be wiped frequently with a clean, lint free cloth 	 talks_about 	 a clean, lint free cloth
a clean, lint free cloth 	 should_be_wiped_with_reverse 	 ice outlet b
ice outlet b 	 should_be_wiped_with 	 a clean, lint free cloth
sentence_list_fv6esd 	 talks_about 	 Wipe the entire area with a damp cloth.
sentence_list_fv6esd 	 talks_about 	 The dispenser tray may become wet easily due to spilled ice or water.
